Block no.	Time(microsecs)
==========================================
1		1.339844
2		1.209604
3		1.108668
4		1.072852
5		1.199836
6		1.185184
7		1.240536
8		1.217744
9		1.118436
10		1.0582
11		1.344728
12		1.170532
13		1.225884
14		1.177044
15		1.203092
16		1.243792
17		2.85714
18		1.199836
19		1.266584
20		1.224256
21		1.256816
22		1.271468
23		1.211232
24		1.211232
25		1.157508
26		1.1803
27		1.043548
28		1.059828
29		1.18844
30		1.152624
31		1.15588
32		1.16402
33		1.974764
34		1.157508
35		1.173788
36		1.207976
37		1.15588
38		1.177044
39		1.152624
40		1.150996
41		1.094016
42		1.159136
43		1.238908
44		1.160764
45		1.216116
46		1.12332
47		1.973136
48		1.19658
49		1.177044
50		1.170532
51		1.170532
52		1.214488
53		1.146112
54		1.1396
55		1.715912
56		1.248676
57		1.1396
58		1.185184
59		1.219372
60		1.149368
61		2.013836
62		1.137972
63		1.194952
64		1.222628
65		1.194952
66		1.23728
67		1.225884
68		1.26984
69		1.177044
70		1.16402
71		1.203092
72		1.186812
73		1.20472
74		1.150996
75		1.901504
76		1.199836
77		1.177044
78		1.251932
79		1.227512
80		1.185184
81		1.137972
82		1.209604
83		1.167276
84		1.154252
85		1.154252
86		1.175416
87		1.256816
88		1.217744
89		1.966624
90		1.178672
91		1.144484
92		1.165648
93		1.214488
94		1.11518
95		1.201464
96		1.20472
97		1.13146
98		1.19658
99		1.227512
100		1.186812
101		1.214488
102		1.142856
103		2.017092
104		1.216116
105		1.183556
106		1.142856
107		1.136344
108		1.15588
109		1.178672
110		1.21286
111		1.198208
112		1.21286
113		1.16402
114		1.137972
115		1.014244
116		1.149368
117		1.968252
118		1.194952
119		1.209604
120		1.159136
121		1.146112
122		1.794056
123		1.232396
124		1.1803
125		1.170532
126		1.137972
127		1.165648
128		1.247048
129		1.230768
130		1.15588
131		2.017092
132		1.18844
133		1.185184
134		1.194952
135		1.165648
136		1.211232
137		1.248676
138		1.150996
139		1.1396
140		1.14774
141		1.152624
142		1.199836
143		1.110296
144		1.160764
145		2.00244
146		1.15588
147		1.186812
148		1.168904
149		1.191696
150		1.137972
151		1.103784
152		1.25356
153		1.1803
154		1.181928
155		1.144484
156		1.160764
157		1.297516
158		1.162392
159		1.92918
160		1.141228
161		1.141228
162		1.14774
163		1.15588
164		1.201464
165		1.224256
166		1.214488
167		1.21286
168		1.175416
169		1.175416
170		1.173788
171		1.16402
172		1.175416
173		2.074072
174		1.177044
175		1.203092
176		1.227512
177		1.162392
178		1.21286
179		1.054944
180		1.201464
181		1.217744
182		1.19658
183		1.142856
184		1.225884
185		1.167276
186		1.217744
187		2.008952
188		1.170532
189		1.1803
190		1.19658
191		1.168904
192		1.170532
193		1.214488
194		1.183556
195		1.20472
196		1.15588
197		1.162392
198		1.230768
199		1.159136
200		1.214488
201		1.992672
202		1.194952
203		1.178672
204		1.144484
205		1.14774
206		1.201464
207		1.146112
208		1.160764
209		1.128204
210		1.150996
211		1.240536
212		1.165648
213		1.203092
214		1.118436
215		1.914528
216		1.24542
217		1.234024
